id,category_code,category_name,pair_num,variant,prompt,justification_B,prediction,source
CAT7_12_B,CAT7,Estético,12,B,"Explica por qué 'el mar es azul' es imagen débil y cómo reforzarla sin adjetivar (acción, metáfora, sinestesia).","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_13_A,CAT7,Estético,13,A,¿Qué es una sinestesia?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_13_B,CAT7,Estético,13,B,Crea sinestesia con restricción: no uses colores. Explica el efecto (cruce sensorial) y evita frase hecha.,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_14_A,CAT7,Estético,14,A,¿Qué es un narrador no fiable?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_14_B,CAT7,Estético,14,B,"Dado un párrafo donde el narrador afirma 'yo nunca miento', indica señales textuales de no fiabilidad sin recurrir a psicologismo externo.","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_15_A,CAT7,Estético,15,A,¿Qué es la tensión narrativa?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_15_B,CAT7,Estético,15,B,"Crea tensión sin acción explícita (solo diálogo). Explica qué mecanismo (subtexto, elipsis, amenaza implícita) la produce.","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_16_A,CAT7,Estético,16,A,¿Qué es un 'final satisfactorio'?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_16_B,CAT7,Estético,16,B,Un final puede ser abierto y aun así satisfactorio. Define criterios y aplícalos a un microfinal inventado.,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_17_A,CAT7,Estético,17,A,"Reconoce el 'show, don't tell'.",,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_17_B,CAT7,Estético,17,B,"Reescribe 'estaba triste' mostrando tristeza sin nombrarla, pero evitando clichés (lágrimas, suspiros).","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_18_A,CAT7,Estético,18,A,¿Qué es la métrica?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_18_B,CAT7,Estético,18,B,Un texto puede romper métrica deliberadamente. Explica cómo la ruptura puede ser recurso estético y no error.,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_19_A,CAT7,Estético,19,A,¿Qué es 'calidad' en prosa?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_19_B,CAT7,Estético,19,B,Evalúa dos frases: (a) 'La lluvia caía intensamente' (b) 'La lluvia golpeaba como dedos impacientes'. Da criterios y fallo de (a).,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_20_A,CAT7,Estético,20,A,¿Qué es una alusión?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_20_B,CAT7,Estético,20,B,"Aludir puede crear elitismo. Propón una alusión que funcione aunque el lector no la reconozca, y explica por qué.","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_21_A,CAT7,Estético,21,A,¿Qué es el ritmo en prosa?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_21_B,CAT7,Estético,21,B,"Toma una frase larga y haz dos versiones: una rítmica y otra plana. Explica qué cambió (acentos, paralelismo, cadencia).","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_22_A,CAT7,Estético,22,A,¿Qué es una metáfora extendida?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_22_B,CAT7,Estético,22,B,Construye una metáfora extendida de 3 frases con coherencia interna. Luego señala dónde se rompería si se mezcla con otra imagen.,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_23_A,CAT7,Estético,23,A,¿Qué hace que un poema sea 'bueno'?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_23_B,CAT7,Estético,23,B,"Da una crítica breve (80–120 palabras) de un micro-poema inventado por ti, con 2 elogios y 2 objeciones técnicas (no 'me gusta/no me gusta').","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_24_A,CAT7,Estético,24,A,¿Qué es 'estilo barroco'?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_24_B,CAT7,Estético,24,B,Escribe una frase barroca y otra minimalista sobre lo mismo. Explica el trade-off estético (densidad vs transparencia).,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_25_A,CAT7,Estético,25,A,¿Qué es la ironía estética?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_25_B,CAT7,Estético,25,B,Distingue ironía (decir lo contrario) de ironía estructural (forma que contradice contenido) con un ejemplo.,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_26_A,CAT7,Estético,26,A,¿Qué es la coherencia temática?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_26_B,CAT7,Estético,26,B,Un texto puede ser temáticamente coherente pero moralmente vacío. Propón cómo medir 'apuesta' (stakes) y 'visión' (stance).,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_27_A,CAT7,Estético,27,A,¿Qué es la 'mala literatura' en sentido técnico?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_27_B,CAT7,Estético,27,B,Distingue 'mala' por torpeza formal vs 'mala' por kitsch calculado. Da indicadores textuales.,"B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_28_A,CAT7,Estético,28,A,¿Qué es la belleza en arte?,,A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
CAT7_28_B,CAT7,Estético,28,B,"Defiende una posición estética (formalismo, contextualismo, expresivismo) aplicada a una obra ficticia. Evita listar teorías: toma partido.","B fuerza a articular criterios estéticos y a distinguir etiqueta (nombrar recursos) de efecto (función estética), además de detectar parodia/originalidad.",A alto (definiciones/identificación canónica). En B: tendencia a respuestas descriptivas genéricas; degradación en criterios consistentes y evaluación con apuestas.,GENERATED
